,ID,Equation,Name,Superclass,Base class,React,Prod,ReactStr,ProdStr,AtomicRegulon,Pathway
460,EAR120x,h_c + nadh_c + tddec2eACP_c --> ddcaACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0),U;U;SS,SS,U,U,-1U1;-2U1;-3U1,-2S1;-1U1;-2U1,,
461,EAR160x,h_c + nadh_c + tpalm2eACP_c --> nad_c + palmACP_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0),U;U;SS,SS,U,U,-2U1;-3U1;-4U1;-5U1;-6U1;-7U1,-2U1;-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
462,3OAS121,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),U;U;SU,SU,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
463,3OAS80,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
464,3OAS100,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
465,3OAS120,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
466,3OAR40,actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1,-1S1;0U1;-1U1;-4S1;-3U1;-4U1,,
467,3OAR100,3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
468,3HAD60,3hhexACP_c --> h2o_c + thex2eACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
469,3HAD100,3hdecACP_c --> h2o_c + tdec2eACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
470,3HAD140,3hmrsACP_c --> h2o_c + tmrs2eACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),U;U;SS,SS,U,U,-1U1;0U1;-2U1,-1U1;-1S1;0U1,,
471,3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),U;U;SS,SS,U,U,-3U1;-4U1;-5U1;-6U1;-7U1;-8U1,-3U1;-4U1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
472,AGPAT161,1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1),U;U;SU,SU,U,U,-1U1;-2U1;-3U1;-4U1;-5U1;-6U1,-1U1;-2U1;-3U1;-3S1;-4U1;-4S1;-5U1;-5S1,,
473,EAR40x,but2eACP_c + h_c + nadh_c --> butACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0),U;U;SS,SS,U,U,-1U1;-2U1;-3U1,-2S1;-1U1;-2U1,,
474,MLDEP1pp,h2o_p + murein3px3p_p --> murein3p3p_p,"Murein L,D-endopeptidase (murein3px3p) (periplasm)",U;U;DU,DU,U,U,-2U1;0U1,-1U1;-2U1;-2S1;0U1,,
475,PSD181,h_c + ps181_c --> co2_c + pe181_c,Phosphatidylserine decarboxylase (n-C18:1),U;U;DS,DS,U,U,0U2;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1,0U1;-1U1;-2U1;-2S1;-1S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
476,EAR60x,h_c + nadh_c + thex2eACP_c --> hexACP_c + nad_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0),U;U;SS,SS,U,U,-1U2;-2U2;-3U1;0U1,-2S1;-1U2;-2U1;-1S1;0U1,,
477,EAR80x,h_c + nadh_c + toct2eACP_c --> nad_c + ocACP_c,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0),U;U;SS,SS,U,U,-1U1;-2U1;-3U1,-2S1;-1U1;-2U1,,
478,PE181abcpp,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c,"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",U;U;DS,DS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-5U1;0S1;-6U1;-1D1;-2S1;-1S1;-7U1;-2D1;-3S1;-8U1,0U1;-1U1;-2U1;-2S1;-1S1;-3U1;-3S1;-4U1;-4S1;0S1;-5U1;-5S1;-6U1;-6S1;-7U1;-7S1,,
479,OMMBLHX3,2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)",U;U;DS,DS,U,U,0U1;-2U1,-1U1;-2U1;-2S1,,
480,ZN2tpp,zn2_p --> zn2_c,Zinc transport in via permease (no H+),U;U;SU,SU,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
481,NI2tpp,ni2_p --> ni2_c,Nickel (+2) transport in via permease (no H+),U;U;SU,SU,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
482,CAt6pp,ca2_c + na1_p <=> ca2_p + na1_c,Calcium / sodium antiporter (1:1),U;U;SS,SS,U,U,0U1;-1U1,0U2;-1U1,,
483,NADH16pp,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,NADH dehydrogenase (ubiquinone-8 & 3 protons) (periplasm),U;U;SS,SS,U,U,-1U4;-1S4;-1D4;-2U3;-3U3;-4U3;-5U3;-6U3;-2D3;-7U3;-3S3;-2S3;-8U3;-3D3;-4S3;-9U3;-4D3;-5S3;-10U3;-5D3;-6S3;-11U3;-6D3;-7S3;-12U3;-7D3;-8S3;-13U3;-8D3;-9S3;-14U3;-9D3;-10S3;-15U3;-10D3;-11S3;-16U3;-11D1;-12S1;-17U1;0S1;0D1;0U1,-1U3;-2S3;-2U3;-3U3;-3S3;-4U3;-4S3;-1D3;-5U3;-5S3;-1S3;-6U3;-6S3;-7U3;-7S3;-8U3;-8S3;-2D3;-9U3;-9S3;-3D3;-10U3;-10S3;-4D3;-11U3;-11S3;-5D3;-12U3;-12S3;-6D3;-13U3;-13S3;-7D3;-14U3;-14S3;-8D3;-15U3;-15S3;-9D1;-16U1;-16S1;0D1;0S1;0U1,,
484,OPHHX3,2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c,2-Octaprenylphenol hydroxylase (anaerobic),U;U;SS,SS,U,U,-1U3;-1S2;-2U1;-3U2;-4U1;-5U2;-6U1;-2D1;-1D1;-7U1;-3S1;-2S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;0D1,-1U1;-2U2;-2S1;-3U2;-3S2;-4U2;-4S1;-5U2;-5S2;-1S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-1D1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1,,
485,AMMQLT8,2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c,S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8),U;U;DS,DS,U,U,0U1;-2U1;-1D1,-1U1;-2U1;-2S1,,
486,COBALT2tpp,cobalt2_p --> cobalt2_c,Cobalt transport in via permease (no H+),U;U;SU,SU,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
487,DALAt2pp,ala__D_p + h_p --> ala__D_c + h_c,D-alanine transport in via proton symport (periplasm),U;U;SS,SS,U,U,-1U1;-2U1;0U5,-1U1;-2U1;-2S1;0U5,,
488,FE2tpp,fe2_p --> fe2_c,Iron (+2) transport in via permease (no H+),;;SU,SU,,,,,,
489,MN2tpp,mn2_p --> mn2_c,Manganese transport in via permease (no H+),U;U;SU,SU,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
490,5MTRtex,5mtr_e <=> 5mtr_p,5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),U;U;DS,DS,U,U,0U1;-1U1;0D1,0U1;-1U1;0D1,,
491,CLt3_2pp,2.0 cl_p + h_c --> 2.0 cl_c + h_p,Chloride transport out via proton antiport (2:1) (periplasm),U;U;SU,SU,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
492,POR5,coa_c + 2.0 flxso_c + pyr_c <=> accoa_c + co2_c + 2.0 flxr_c + h_c,Pyruvate synthase,U;U;SS,SS,U,U,U1;0U6;-1U16;-2U14;-3U13;-4U6;-1S5;-5U5;-2D3;-1D1;-2S4;-6U4;-7U1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1,-1S8;0U9;-1U15;-2U13;-2S13;-3U6;-3S6;-4U5;-4S5;-1D3;0D1;-5U4;-5S4;0S2;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1,,
493,MTHTHFSs,h2o_c + mdhdhf_c --> mththf_c,"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)",;U;SS,SS,,U,,0S1,,
494,MALCOAMT,amet_c + malcoa_c --> ahcys_c + malcoame_c,Malonyl-CoA methyltransferase,U;U;SU,SU,U,U,0U2;-1U1;-2U2,-1S1;0U1;-1U2;-2U1;-2S1,,
495,CU2tpp,cu2_p --> cu2_c,Copper transport in via permease (no H+),U;U;SU,SU,U,U,-1U5;-1S4;-2U3;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U3;-2U3;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
496,MG2t3_2pp,2.0 h_c + mg2_p <=> 2.0 h_p + mg2_c,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),U;U;SS,SS,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
497,FE3abcpp,atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c,Iron (III) transport via ABC system (periplasm to cytoplasm),U;U;SS,SS,U,U,-1U4;-1S4;-2U2;-3U2;-4U2;-5U2;-6U2;-2D2;-1D3;-7U2;-3S2;-2S2;-8U2;-3D2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D2;-9S2;-14U2;-9D2;-10S2;-15U2;-10D2;-11S2;-16U2,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S2;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D2;-2D2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D2;-13U2;-13S2;-7D2;-14U2;-14S2;-8D2;-15U2;-15S2,,
498,OGMEACPS,h_c + malACP_c + malcoame_c --> co2_c + coa_c + ogmeACP_c,3-Oxo-glutaryl-[ACP] methyl ester synthase,U;U;SS,SS,U,U,0U2;-1U2;-2U2,-1S2;0U2;-1U2;-2U1;-2S1,,
499,OGMEACPR,h_c + nadph_c + ogmeACP_c --> hgmeACP_c + nadp_c,3-Oxo-glutaryl-[ACP] methyl ester reductase,U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1;-2U1;-2S1,,
500,OPMEACPS,gmeACP_c + h_c + malACP_c --> ACP_c + co2_c + opmeACP_c,3-Oxo-pimeloyl-[ACP] methyl ester synthase,U;U;SU,SU,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
501,K2L4Aabctex,atp_c + h2o_c + kdo2lipid4_p --> adp_c + h_c + kdo2lipid4_e + pi_c,KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),U;U;SS,SS,U,U,-1U3;-1S2;-2U2;-3U2;-4U2;-5U2;-6U2;-2D1;-1D1;-7U2;-3S2;-2S2;-8U2;-3D1;-4S1;-9U2;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;0U1;0S1,-1U2;-2U2;-2S2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-1S1;-6U2;-6S2;-7U2;-7S2;-8U2;-8S2;-1D1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;0U1,,
502,MPTAT,atp_c + h_c + mpt_c --> mptamp_c + ppi_c,Molybdopterin adenylyltransferase,U;U;DS,DS,U,U,-1U1;0U1;-3U1;-2U1;-4U1;-5U1;-6U1;-7U1;-2S1;-3D1;-2D1;-8U1;-4S1;-3S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1;-8D1;-9S1;-14U1;-9D1;-10S1;-15U1;-10D1;-11S1;-16U1;-11D1;-12S1;-17U1,-1U1;0U1;-3U1;-2U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1;-3S1;-2S1;-7U1;-7S1;-8U1;-8S1;-9U1;-9S1;-2D1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1;-6D1;-13U1;-13S1;-7D1;-14U1;-14S1;-8D1;-15U1;-15S1;-9D1;-16U1;-16S1,,
503,MOADSUx,iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c,"MoaD sulfuration (nadh, assumed)",U;U;DS,DS,U,U,-2U3;-3U2;-4U2;-5U2;-6U2;-7U2;-2S1;-8U1;-1U3;-1S1;0U1,-1U4;-2U3;-3U2;-4U2;-3S2;-4S2;-5U2;-5S2;-6U2;-6S2;-2S2;-7U1;-7S1;0U2;-1S1,,
504,APG3PAT181,glyc3p_c + ocdceap_c --> 1odec11eg3p_c + h_c + pi_c,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C18:1),U;U;DS,DS,U,U,U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1,0U1;-2U1;-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
505,OPMEACPD,hpmeACP_c --> epmeACP_c + h2o_c,3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
506,EPMEACPR,epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c,Enoylpimeloyl-[ACP] methyl ester reductase,U;U;SS,SS,U,U,-2U2;-3U1;0U1;-1U1,-2U1;-1S1;0U1;-1U1,,
507,AOXSr2,ala__L_c + pimACP_c --> 8aonn_c + ACP_c + co2_c,8-amino-7-oxononanoate synthase,U;U;SU,SU,U,U,U1;0U1;-1U2,0U1,,
508,MEOHtrpp,meoh_p <=> meoh_c,Methanol reversible transport via diffusion (periplasm),U;U;SS,SS,U,U,-1U1;-2U1,-1U1,,
509,OGMEACPD,hgmeACP_c --> egmeACP_c + h2o_c,3-Oxo-glutaryl-[ACP] methyl ester dehydratase,U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1;-2U1;-2S1,,
510,EGMEACPR,egmeACP_c + h_c + nadph_c --> gmeACP_c + nadp_c,Enoylglutaryl-[ACP] methyl ester reductase,U;U;SS,SS,U,U,-1U2;-2U2;-3U1;0U1,-2S2;-1U2;-2U2;-1S1;0U1,,
511,OPMEACPR,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,3-Oxo-pimeloyl-[ACP] methyl ester reductase,U;U;SS,SS,U,U,0U1;-1U1;-2U1,-1S1;0U1;-1U1,,
512,PMEACPE,h2o_c + pmeACP_c --> meoh_c + pimACP_c,Pimeloyl-[ACP] methyl ester esterase,U;U;SS,SS,U,U,-1U2;-2U1,-1U1,,
513,ETOHtrpp,etoh_p <=> etoh_c,Ethanol reversible transport via diffusion (periplasm),U;U;DS,DS,U,U,0U1;-1U1;-2U1;-3U1;-4U1;-1S1;-5U1;-2D1;-1D1;-2S1;-6U1;-7U1;-3S1;-8U1;-3D1;-4S1;-9U1;-4D1;-5S1;-10U1;-5D1;-6S1;-11U1;-6D1;-7S1;-12U1;-7D1;-8S1;-13U1,-1S1;0U1;-1U1;-2U1;-2S1;-3U1;-3S1;-4U1;-4S1;-1D1;0D1;-5U1;-5S1;0S1;-6U1;-6S1;-7U1;-7S1;-8U1;-8S1;-2D1;-9U1;-9S1;-3D1;-10U1;-10S1;-4D1;-11U1;-11S1;-5D1;-12U1;-12S1,,
514,ACPPAT161,h_c + hdeACP_c + pi_c --> ACP_c + hdceap_c,Acyl-(acyl carrier protein):phosphate acyltransferase (C16:1),U;U;SS,SS,U,U,-1U2;-3U2;-4U2;-5U2;-6U2;-7U2;-8U1;-2U1,-1U2;-3U2;-4U2;-5U2;-5S2;-6U2;-6S2;-7U1;-7S1;-2S1;-2U1;-4S1,,
515,APG3PAT160,glyc3p_c + hdcap_c --> 1hdecg3p_c + h_c + pi_c,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:0),U;U;SS,SS,U,U,U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1,0U1;-2U1;-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
516,APG3PAT161,glyc3p_c + hdceap_c --> 1hdec9eg3p_c + h_c + pi_c,Acyl-phosphate:glycerol-3-phosphate acyltransferase (C16:1),U;U;SS,SS,U,U,U1;-2U1;-3U1;-4U1;-5U1;-6U1;-7U1,0U1;-2U1;-3U1;-4U1;-4S1;-5U1;-5S1;-6U1;-6S1,,
517,MEOHtex,meoh_e <=> meoh_p,Methanol transport via diffusion (extracellular to periplasm),U;U;SS,SS,U,U,-1U1;-2U1,-1U1,,
518,EX_5mtr_e,5mtr_e --> ,5-Methylthio-D-ribose exchange,U;U;DS,DS,U,U,0U1;-1U1;0D1,0U1;-1U1;0D1,,
519,ICYSDS,cys__L_c + iscs_c --> ala__L_c + iscssh_c,ISC Cysteine desulfuration,U;U;SS,SS,U,U,-1U6;-2U3;-3U2;-4U2;-5U1;-6U1;-1S1;-7U1;0U1,U1;-1U3;-2U2;-3U2;-2S1;-3S1;-4U1;-4S1;-5U1;-5S1;-1S1;-6U1;-6S1;0U1,,
520,MECDPDH5,2mecdp_c + 2.0 flxr_c + h_c --> 2.0 flxso_c + h2mb4p_c + h2o_c,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",U;U;SS,SS,U,U,-3D3;-1U3;-2U2;-3U2;-4U2;-5U2;-2S2;-6U2;-2D2;-3S2;-7U2;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D1;-9S1;-14U1;0U2;-1S1;-1D1,-2S2;-1U2;-2U2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-2D2;-1D2;-6U2;-6S2;-1S2;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D1;-13U1;-13S1;0U1;0D1;0S1,,
521,RNTR1c2,atp_c + 2.0 flxr_c + 2.0 h_c --> datp_c + 2.0 flxso_c + h2o_c,Ribonucleoside-triphosphate reductase (ATP) (flavodoxin),U;U;SS,SS,U,U,-1U3;-2U2;-3U2;-4U2;-5U2;-2S2;-6U2;-3D2;-2D2;-3S2;-7U2;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D1;-9S1;-14U1;0U2;-1S1;-1D1,-2S2;-1U2;-2U2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-2D2;-1D2;-6U2;-6S2;-1S2;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D1;-13U1;-13S1;0U1;0D1;0S1,,
522,RNTR2c2,2.0 flxr_c + gtp_c + 2.0 h_c --> dgtp_c + 2.0 flxso_c + h2o_c,Ribonucleoside-triphosphate reductase (GTP) (flavodoxin),U;U;SS,SS,U,U,-1U4;0U3;-2U2;-3U2;-4U2;-5U2;-2S2;-6U2;-3D2;-2D2;-3S2;-7U2;-8U2;-4S2;-9U2;-4D2;-5S2;-10U2;-5D2;-6S2;-11U2;-6D2;-7S2;-12U2;-7D2;-8S2;-13U2;-8D1;-9S1;-14U1;-1S1;-1D1,-1U3;0U2;-2S2;-2U2;-3U2;-3S2;-4U2;-4S2;-5U2;-5S2;-2D2;-1D2;-6U2;-6S2;-1S2;-7U2;-7S2;-8U2;-8S2;-9U2;-9S2;-3D2;-10U2;-10S2;-4D2;-11U2;-11S2;-5D2;-12U2;-12S2;-6D1;-13U1;-13S1;0D1;0S1,,
523,I4FE4SR,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c,ISC [4Fe-4S] Reduction,U;U;SS,SS,U,U,-2U2;-3U2;-4U2;-5U2;-6U2;-7U2;-2S1;-8U2;-1U1;-1S1;0U1;-9U1;-4S1;-10U1;-3S1,-1U1;-2U2;-3U2;-4U2;-3S2;-4S2;-5U2;-5S2;-6U2;-6S2;-2S1;-7U2;-7S2;0U1;-1S1;-8U1;-8S1;-9U1;-9S1,,
